date,home_team,away_team,home_score,away_score,competition,stadium,city,country
6/9/2018,South Africa,England,42,39,2018 England rugby union tour of South Africa,Ellis Park,Johannesburg,South Africa
6/16/2018,Australia,Ireland,21,26,2018 Ireland tour of Australia,Melbourne Rec. Stadium,Melbourne,Australia
6/16/2018,New Zealand,France,26,13,2018 French tour to New Zealand,Westpac Stadium,Wellington,New Zealand
6/16/2018,Argentina,Wales,12,30,2018 Wales tour of Argentina and North America,Estadio Centenario,Resistencia,Argentina
6/16/2018,South Africa,England,23,12,2018 England rugby union tour of South Africa,Free State Stadium,Bloemfontein,South Africa
6/23/2018,New Zealand,France,49,14,2018 French tour to New Zealand,Forsyth Barr Stadium,Dunedin,New Zealand
6/23/2018,South Africa,England,10,25,2018 England rugby union tour of South Africa,Newlands,Cape Town,South Africa
6/23/2018,Argentina,Scotland,15,44,2018 Summer International,Estadio Centenario,Resistencia,Argentina
6/23/2018,Australia,Ireland,16,20,2018 Ireland tour of Australia,Stadium Australia,Sydney,Australia
8/18/2018,South Africa,Argentina,34,21,2018 Rugby Championship,Kings Park Stadium,Durban,South Africa
8/18/2018,Australia,New Zealand,13,38,2018 Rugby Championship,Stadium Australia,Sydney,Australia
8/25/2018,New Zealand,Australia,40,12,2018 Rugby Championship,Eden Park,Auckland,New Zealand
8/25/2018,Argentina,South Africa,32,19,2018 Rugby Championship,Malvinas Argentinas,Mendoza,Argentina
9/8/2018,Australia,South Africa,23,18,2018 Rugby Championship,Lang Park,Brisbane,Australia
9/8/2018,New Zealand,Argentina,46,24,2018 Rugby Championship,Trafalgar Park,Nelson,New Zealand
9/15/2018,New Zealand,South Africa,34,36,2018 Rugby Championship,Westpac Stadium,Wellington,New Zealand
9/15/2018,Australia,Argentina,19,23,2018 Rugby Championship,Robina Stadium,Gold Coast,Australia
9/29/2018,Argentina,New Zealand,17,35,2018 Rugby Championship,José Amalfitani Stadium,Buenos Aires,Argentina
9/29/2018,South Africa,Australia,23,12,2018 Rugby Championship,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa
10/6/2018,Argentina,Australia,34,45,2018 Rugby Championship,Estadio Padre Ernesto Martearena,Salta,Argentina
10/6/2018,South Africa,New Zealand,30,32,2018 Rugby Championship,Loftus Versfeld Stadium,Pretoria,South Africa
10/27/2018,New Zealand,Australia,37,20,2018 Autumn International,Nissan Stadium,Yokohama,Japan
11/3/2018,England,South Africa,12,11,2018 Autumn International,Twickenham,London,England
11/3/2018,Ireland,Italy,54,7,2018 Autumn Internationals,Soldier Field,Chicago,United States
11/3/2018,Wales,Scotland,21,10,2018 Autumn international,Millennium Stadium,Cardiff,Wales
11/10/2018,Ireland,Argentina,28,17,2018 Autumn Internationals,Aviva Stadium,Dublin,Ireland
11/10/2018,England,New Zealand,15,16,2018 Autumn International,Twickenham,London,England
11/10/2018,France,South Africa,26,29,2018 end-of-year test,Stade de France,Saint-Denis,France
11/10/2018,Wales,Australia,9,6,2018 Autumn International,Millennium Stadium,Cardiff,Wales
11/17/2018,France,Argentina,28,13,2018 Autumn International,Stade Pierre-Mauroy,Lille,France
11/17/2018,Ireland,New Zealand,16,9,2018 Autumn International,Aviva Stadium,Dublin,Ireland
11/17/2018,Scotland,South Africa,20,26,2018 Autumn International,Murrayfield,Edinburgh,Scotland
11/17/2018,Italy,Australia,7,26,2018 Autumn International,Stadio Euganeo,Padova,Italy
11/24/2018,Wales,South Africa,20,11,2018 end-of-year test,Millennium Stadium,Cardiff,Wales
11/24/2018,Scotland,Argentina,14,9,2018 Autumn International,Murrayfield Stadium,Edinburgh,Scotland
11/24/2018,Italy,New Zealand,3,66,2018 end-of-year internationals,Stadio Olimpico,Rome,Italy
11/24/2018,England,Australia,37,18,2018 Autumn International,Twickenham Stadium,London,England
2/1/2019,France,Wales,19,24,2019 Six Nations Championship,Stade de France,Paris,France
2/2/2019,Scotland,Italy,33,20,2019 Six Nations Championship,Murrayfield,Edinburgh,Scotland
2/2/2019,Ireland,England,20,32,2019 Six Nations Championship,Aviva Stadium,Dublin,Ireland
2/9/2019,Italy,Wales,15,26,2019 Six Nations,Stadio Olimpico,Rome,Italy
2/9/2019,Scotland,Ireland,13,22,2019 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/10/2019,England,France,44,8,2019 Six Nations Championship,Twickenham,London,England
2/23/2019,France,Scotland,27,10,2019 Six Nations Championship,Stade de France,Saint-Denis,France
2/23/2019,Wales,England,21,13,2019 Six Nations Championship,Millennium Stadium,Cardiff,Wales
2/24/2019,Italy,Ireland,16,26,2019 Six Nations Championship,Stadio Olimpico,Rome,Italy
3/9/2019,England,Italy,57,14,2019 Six Nations Championship,Twickenham,London,England
3/9/2019,Scotland,Wales,11,18,2019 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/10/2019,Ireland,France,26,14,2019 Six Nations Championship,Aviva Stadium,Dublin,Ireland
3/16/2019,Italy,France,14,25,2019 Six Nations Championship,Stadio Olimpico,Rome,Italy
3/16/2019,Wales,Ireland,25,7,2019 Six Nations Championship,Millennium Stadium,Cardiff,Wales
3/16/2019,England,Scotland,38,38,2019 Six Nations Championship,Twickenham Stadium,London,England
7/20/2019,Argentina,New Zealand,16,20,2019 Rugby Championship,José Amalfitani Stadium,Buenos Aires,Argentina
7/20/2019,South Africa,Australia,35,17,2019 Rugby Championship,Ellis Park Stadium,Johannesburg,South Africa
7/27/2019,Australia,Argentina,16,10,2019 Rugby Championship,Suncorp Stadium,Brisbane,Australia
7/27/2019,New Zealand,South Africa,16,16,2019 Rugby Championship,Westpac Stadium,Wellington,New Zealand
8/10/2019,Ireland,Italy,29,10,2019 Rugby World Cup warm-up tests,Aviva Stadium,Dublin,Ireland
8/10/2019,Australia,New Zealand,47,26,2019 Rugby Championship,Perth Stadium,Perth,Australia
8/10/2019,Argentina,South Africa,13,46,2019 Rugby Championship,Estadio Padre Ernesto Martearena,Salta,Argentina
8/11/2019,England,Wales,33,19,2019 Rugby World Cup warm-up,Twickenham,London,England
8/17/2019,France,Scotland,32,3,2019 Rugby World Cup warm-up,Allianz Riviera,Nice,France
8/17/2019,Wales,England,13,6,2019 Rugby World Cup warm-up,Millennium Stadium,Cardiff,Wales
8/17/2019,New Zealand,Australia,36,0,2019 Rugby World Cup warm-up match,Eden Park,Auckland,New Zealand
8/17/2019,South Africa,Argentina,24,18,2019 Rugby World Cup warm-up match,Loftus Versfeld Stadium,Pretoria,South Africa
8/24/2019,England,Ireland,57,15,2019 Rugby World Cup Warm-up,Twickenham,London,England
8/24/2019,Scotland,France,17,14,2019 Rugby World Cup warm-up,Murrayfield,Edinburgh,Scotland
8/30/2019,France,Italy,47,19,2019 Rugby World Cup warm-up match,Stade de France,Saint-Denis,France
8/31/2019,Wales,Ireland,17,22,2019 Rugby World Cup warm-up tests,Millennium Stadium,Cardiff,Wales
9/6/2019,England,Italy,37,0,2019 Rugby World Cup Warm-up,St James' Park,Newcastle upon Tyne,England
9/7/2019,Ireland,Wales,19,10,2019 Rugby World Cup warm-up tests,Aviva Stadium,Dublin,Ireland
9/21/2019,France,Argentina,23,21,2019 Rugby World Cup Pool match,Tokyo Stadium,Tokyo,Japan
9/21/2019,New Zealand,South Africa,23,13,2019 Rugby World Cup Pool B,International Stadium Yokohama,Yokohama,Japan
9/22/2019,Ireland,Scotland,27,3,2019 Rugby World Cup,International Stadium Yokohama,Yokohama,Japan
9/29/2019,Australia,Wales,25,29,2019 Rugby World Cup Pool match,Tokyo Stadium,Tokyo,Japan
10/4/2019,South Africa,Italy,49,3,2019 Rugby World Cup,Shizuoka Stadium Ecopa,Fukuroi,Japan
10/5/2019,England,Argentina,39,10,2019 Rugby World Cup Pool match,Tokyo Stadium,Tokyo,Japan
10/19/2019,New Zealand,Ireland,46,14,2019 Rugby World Cup Quarter-final,Tokyo Stadium,Tokyo,Japan
10/19/2019,England,Australia,40,16,2019 Rugby World Cup Quarter-final,Ōita Stadium,Ōita,Japan
10/20/2019,Wales,France,20,19,2019 Rugby World Cup Quarter-finals,Ōita Stadium,Ōita,Japan
10/26/2019,England,New Zealand,19,7,2019 Rugby World Cup Semi-final,Nissan Stadium,Yokohama,Japan
10/27/2019,Wales,South Africa,16,19,2019 Rugby World Cup Semi-final,International Stadium Yokohama,Yokohama,Japan
11/1/2019,New Zealand,Wales,40,17,2019 Rugby World Cup Bronze Final,Tokyo Stadium,Tokyo,Japan
11/2/2019,England,South Africa,12,32,2019 Rugby World Cup Final,International Stadium Yokohama,Yokohama,Japan
2/1/2020,Ireland,Scotland,19,12,2020 Six Nations Championship,Aviva Stadium,Dublin,Ireland
2/1/2020,Wales,Italy,42,0,2020 Six Nations,Millennium Stadium,Cardiff,Wales
2/2/2020,France,England,24,17,2020 Six Nations Championship,Stade de France,Saint-Denis,France
2/8/2020,Scotland,England,6,13,2020 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/8/2020,Ireland,Wales,24,14,2020 Six Nations Championship,Aviva Stadium,Dublin,Ireland
2/9/2020,France,Italy,35,22,2020 Six Nations Championship,Stade de France,Saint-Denis,France
2/22/2020,Wales,France,23,27,2020 Six Nations Championship,Millennium Stadium,Cardiff,Wales
2/22/2020,Italy,Scotland,0,17,2020 Six Nations Championship,Stadio Olimpico,Rome,Italy
2/23/2020,England,Ireland,24,12,2020 Six Nations Championship,Twickenham,London,England
3/7/2020,England,Wales,33,30,2020 Six Nations Championship,Twickenham,London,England
3/8/2020,Scotland,France,28,17,2020 Six Nations Championship,Murrayfield,Edinburgh,Scotland
10/11/2020,New Zealand,Australia,16,16,2020 Autumn International,Wellington Regional Stadium,Wellington,New Zealand
10/18/2020,New Zealand,Australia,27,7,2020 Autumn International,Eden Park,Auckland,New Zealand
10/24/2020,Ireland,Italy,50,17,2020 Six Nations Championship,Aviva Stadium,Dublin,Ireland
10/24/2020,France,Wales,38,21,2020 Autumn International,Stade de France,Paris,France
10/31/2020,Wales,Scotland,10,14,2020 Six Nations Championship,Parc y Scarlets,Llanelli,Wales
10/31/2020,France,Ireland,35,27,2020 Six Nations Championship,Stade de France,Saint-Denis,France
10/31/2020,Italy,England,5,34,2020 Six Nations Championship,Stadio Olimpico,Rome,Italy
10/31/2020,Australia,New Zealand,5,43,2020 Tri Nations Series,Stadium Australia,Sydney,Australia
11/7/2020,Australia,New Zealand,24,22,2020 Tri Nations Series,Lang Park,Brisbane,Australia
11/13/2020,Ireland,Wales,32,9,Autumn Nations Cup,Aviva Stadium,Dublin,Ireland
11/14/2020,New Zealand,Argentina,15,25,2020 Tri Nations Series,Bankwest Stadium,Sydney,Australia
11/14/2020,Italy,Scotland,17,28,Autumn Nations Cup,Stadio Artemio Franchi,Florence,Italy
11/21/2020,England,Ireland,18,7,Autumn Nations Cup,Twickenham,London,England
11/21/2020,Australia,Argentina,15,15,2020 Tri Nations Series,McDonald Jones Stadium,Newcastle,Australia
11/22/2020,Scotland,France,15,22,Autumn Nations Cup,Murrayfield,Edinburgh,Scotland
11/28/2020,Argentina,New Zealand,0,38,2020 Tri Nations Series,McDonald Jones stadium,Newcastle,Australia
11/28/2020,France,Italy,36,5,Autumn Nations Cup,Stade de France,Saint-Denis,France
11/28/2020,Wales,England,13,24,Autumn Nations Cup,Parc y Scarlets,Llanelli,Wales
12/5/2020,Ireland,Scotland,31,16,Autumn Nations Cup,Aviva Stadium,Dublin,Ireland
12/5/2020,Wales,Italy,38,18,Autumn Nations Cup,Parc y Scarlets,Llanelli,Wales
12/5/2020,Australia,Argentina,16,16,2020 Tri Nations Series,Bankwest Stadium,Sydney,Australia
12/6/2020,England,France,22,19,Autumn Nations Cup Final,Twickenham,London,England
2/6/2021,Italy,France,10,50,2021 Six Nations Championship,Stadio Olimpico,Rome,Italy
2/6/2021,England,Scotland,6,11,2021 Six Nations Championship,Twickenham Stadium,London,England
2/7/2021,Wales,Ireland,21,16,2021 Six Nations Championship,Millennium Stadium,Cardiff,Wales
2/13/2021,Scotland,Wales,24,25,2021 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/13/2021,England,Italy,41,18,2021 Six Nations Championship,Twickenham,London,England
2/14/2021,Ireland,France,13,15,2021 Six Nations Championship,Aviva Stadium,Dublin,Ireland
2/27/2021,Italy,Ireland,10,48,2021 Six Nations Championship,Stadio Olimpico,Rome,Italy
2/27/2021,Wales,England,40,24,2021 Six Nations Championship,Millennium Stadium,Cardiff,Wales
3/13/2021,England,France,23,20,2021 Six Nations Championship,Twickenham,London,England
3/13/2021,Italy,Wales,7,48,2021 Six Nations,Stadio Olimpico,Rome,Italy
3/14/2021,Scotland,Ireland,24,27,2021 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/20/2021,France,Wales,32,30,2021 Six Nations Championship,Stade de France,Paris,France
3/20/2021,Ireland,England,32,18,2021 Six Nations Championship,Aviva Stadium,Dublin,Ireland
3/20/2021,Scotland,Italy,52,10,2021 Six Nations Championship,Murrayfield,Edinburgh,Scotland
3/26/2021,France,Scotland,23,27,2021 Six Nations Championship,Stade de France,Saint-Denis,France
7/7/2021,Australia,France,23,21,2021 France tour of Australia,Lang Park,Brisbane,Australia
7/10/2021,Wales,Argentina,20,20,2021 Argentina tour of Europe,Millennium Stadium,Cardiff,Wales
7/13/2021,Australia,France,26,28,2021 France tour of Australia,Melbourne Rectangular Stadium,Melbourne,Australia
7/17/2021,Australia,France,33,30,2021 France tour of Australia,Lang Park,Brisbane,Australia
7/17/2021,Wales,Argentina,33,11,2021 Argentina tour of Europe,Millennium Stadium,Cardiff,Wales
8/7/2021,New Zealand,Australia,33,25,2021 Summer International,Eden Park,Auckland,New Zealand
8/14/2021,New Zealand,Australia,57,22,2021 Rugby Championship,Eden Park,Auckland,New Zealand
8/14/2021,South Africa,Argentina,32,12,2021 Rugby Championship,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa
8/21/2021,South Africa,Argentina,29,10,2021 Rugby Championship,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa
9/5/2021,Australia,New Zealand,21,38,2021 Rugby Championship,Perth Stadium,Perth,Australia
9/11/2021,Argentina,New Zealand,0,39,2021 Rugby Championship,Cbus Super Stadium,Gold Coast,Australia
9/11/2021,Australia,South Africa,28,26,2021 Rugby Championship,Robina Stadium,Gold Coast,Australia
9/18/2021,Australia,South Africa,30,17,2021 Rugby Championship,Lang Park,Brisbane,Australia
9/18/2021,New Zealand,Argentina,36,13,2021 Rugby Championship,Suncorp Stadium,Brisbane,Australia
9/25/2021,New Zealand,South Africa,19,17,2021 Rugby Championship,North Queensland Stadium,Townsville,Australia
9/25/2021,Australia,Argentina,27,8,2021 Rugby Championship,North Queensland Stadium,Townsville,Australia
10/2/2021,New Zealand,South Africa,29,31,2021 Rugby Championship,Robina Stadium,Gold Coast,Australia
10/2/2021,Australia,Argentina,32,17,2021 Rugby Championship,Robina Stadium,Gold Coast,Australia
10/30/2021,Wales,New Zealand,16,54,2021 Autumn International,Millennium Stadium,Cardiff,Wales
11/5/2021,France,Argentina,29,20,2021 Autumn International,Stade de France,Saint-Denis,France
11/6/2021,Italy,New Zealand,9,47,2021 end-of-year rugby union internationals,Stadio Olimpico,Rome,Italy
11/6/2021,Wales,South Africa,18,23,2021 Autumn International,Millennium Stadium,Cardiff,Wales
11/6/2021,Scotland,Australia,15,13,2021 Autumn International,Murrayfield Stadium,Edinburgh,Scotland
11/13/2021,Italy,Argentina,16,37,2021 end of year test,Stadio Comunale di Monigo,Treviso,Italy
11/13/2021,England,Australia,32,15,2021 Autumn International,Twickenham Stadium,London,England
11/13/2021,Scotland,South Africa,15,30,2021 Autumn International,Murrayfield,Edinburgh,Scotland
11/13/2021,Ireland,New Zealand,29,20,2021 Autumn International,Aviva Stadium,Dublin,Ireland
11/20/2021,Wales,Australia,29,28,2021 Autumn International,Millennium Stadium,Cardiff,Wales
11/20/2021,England,South Africa,27,26,2021 Autumn International,Twickenham,London,England
11/20/2021,France,New Zealand,40,25,2021 end-of year test,Stade de France,Saint-Denis,France
11/21/2021,Ireland,Argentina,53,7,2021 Autumn Internationals,Aviva Stadium,Dublin,Ireland
2/5/2022,Ireland,Wales,29,7,2022 Six Nations Championship,Aviva Stadium,Dublin,Ireland
2/5/2022,Scotland,England,20,17,2022 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/7/2022,France,Italy,37,10,2022 Six Nations Championship,Stade de France,Saint-Denis,France
2/12/2022,France,Ireland,30,24,2022 Six Nations Championship,Stade de France,Saint-Denis,France
2/12/2022,Wales,Scotland,20,17,2022 Six Nations Championship,Millennium Stadium,Cardiff,Wales
2/13/2022,Italy,England,0,33,2022 Six Nations Championship,Stadio Olimpico,Rome,Italy
2/26/2022,Scotland,France,17,36,2022 Six Nations Championship,Murrayfield,Edinburgh,Scotland
2/26/2022,England,Wales,23,19,2022 Six Nations Championship,Twickenham,London,England
2/28/2022,Ireland,Italy,57,6,2022 Six Nations Championship,Aviva Stadium,Dublin,Ireland
3/11/2022,Wales,France,9,13,2022 Six Nations Championship,Millennium Stadium,Cardiff,Wales
3/12/2022,England,Ireland,15,32,2022 Six Nations Championship,Twickenham,London,England
3/12/2022,Italy,Scotland,22,33,2022 Six Nations Championship,Stadio Olimpico,Rome,Italy
3/19/2022,Ireland,Scotland,26,5,2022 Six Nations Championship,Aviva Stadium,Dublin,Ireland
3/19/2022,Wales,Italy,21,22,2022 Six Nations,Millennium Stadium,Cardiff,Wales
3/20/2022,France,England,25,13,2022 Six Nations Championship,Stade de France,Saint-Denis,France
7/2/2022,Argentina,Scotland,26,18,2022 Scotland tour of Argentina,Estadio 23 de Agosto,San Salvador de Jujuy,Argentina
7/2/2022,New Zealand,Ireland,42,19,2022 Ireland rugby union tour of New Zealand,Eden Park,Auckland,New Zealand
7/2/2022,South Africa,Wales,32,29,2022 Wales tour of South Africa,Loftus Versfeld Stadium,Pretoria,South Africa
7/2/2022,Australia,England,30,28,2022 England tour of Australia,Perth Stadium,Perth,Australia
7/9/2022,South Africa,Wales,12,13,2022 Wales tour of South Africa,Free State Stadium,Bloemfontein,South Africa
7/9/2022,Australia,England,17,25,2022 England tour of Australia,Lang Park,Brisbane,Australia
7/9/2022,New Zealand,Ireland,12,23,2022 Ireland rugby union tour of New Zealand,Forsyth Barr Stadium,Dunedin,New Zealand
7/9/2022,Argentina,Scotland,6,29,2022 Scotland tour of Argentina,Estadio Padre Ernesto Martearena,Salta,Argentina
7/16/2022,Australia,England,17,21,2022 England tour of Australia,Sydney Cricket Ground,Sydney,Australia
7/16/2022,New Zealand,Ireland,22,32,2022 Ireland rugby union tour of New Zealand,Sky Stadium,Wellington,New Zealand
